document,TTR,C,R,CTTR,U,S,K,D,Vm,Maas,lgV0,lgeV0,ARI,ARI.simple,ARI.NRI,Bormuth.MC,Bormuth.GP,Coleman,Coleman.C2,Coleman.Liau.ECP,Coleman.Liau.grade,Coleman.Liau.short,Dale.Chall,Dale.Chall.old,Dale.Chall.PSK,Danielson.Bryan,Danielson.Bryan.2,Dickes.Steiwer,DRP,ELF,Farr.Jenkins.Paterson,Flesch,Flesch.PSK,Flesch.Kincaid,FOG,FOG.PSK,FOG.NRI,FORCAST,FORCAST.RGL,Fucks,Linsear.Write,LIW,nWS,nWS.2,nWS.3,nWS.4,RIX,Scrabble,SMOG,SMOG.C,SMOG.simple,SMOG.de,Spache,Spache.old,Strain,Traenkle.Bailer,Traenkle.Bailer.2,Wheeler.Smith,meanSentenceLength,meanWordSyllables,CECR.niveau,W,NDW,NDWC,S.1,VP,C.1,T,DC,CT,CP,CN,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
cohort_student149,0.426415094339623,0.84724314010612,6.94153482022365,4.90840634322268,15.8634176927978,0.812714853187211,177.856888572446,0.014065180102916,0.0945311130534317,0.251073929803194,3.86494351048488,8.89936131250656,13.3260377358491,67.5943396226415,10.5962264150943,-4.85346307766733,294191812.745062,44.3047169811321,42.05,47.932258490566,9.93031944455094,9.93132075471698,28.5074528301887,7.81097547169811,6.93867547169811,6.49166666666667,85.9047333333333,-451.747578075472,585.346307766733,9.5,-57.3887264150943,43.6197641509434,7.19030943396226,13.7585849056604,16.0339622641509,8.46694011698113,43.1525,10.377358490566,9.84509433962264,121,14.4,49.5188679245283,7.65961132075472,8.18701698113207,7.95905754716981,9.07309811320755,6.1,1.62479338842975,13.968273953766,13.4947636085968,13.3923048454133,8.39230484541326,5.66021698113208,6.4577641509434,12.81,-490.052838867925,-248.543141132076,95,26.5,1.61132075471698,B1,265,117,99,11,40,28,15,14,10,1,32,24.0909,17.6667,9.4643,2.5455,2.6667,1.8667,0.5,0.9333,1.3636,0.6667,0.0667,0.0357,2.1333,1.1429
cohort_student150,0.68,0.91067433871958,5.88897274573418,4.1641325627314,20.9912945117229,0.851155313097095,261.333333333333,0.012972972972973,0.0807805062875842,0.218263135096079,4.13330168902013,9.51727885398487,5.4812,51.98,3.92,-2.074378987544,22804756.1443598,47.55,51.2233333333333,56.345116,7.625162835536,7.6256,40.175,6.7829,5.8602,5.06564504504504,86.0449828828829,-275.435999066667,307.4378987544,4.16666666666667,-43.1385,63.2995,5.80693333333333,7.53566666666667,11.4,4.937695,4.6875,10,9.43,54.8333333333333,8,32.5,5.58966666666667,6.19603333333333,6.00765,6.0174,2.5,1.67073170731707,11.2081432601887,10.9304705874509,10.7459666924148,5.74596669241483,3.92083333333333,4.43616666666667,5.8,-302.645285333333,-231.331740133333,41.6666666666667,12.5,1.54666666666667,A2,76,54,44,6,10,8,6,2,2,1,13,12.6667,12.6667,9.5,1.3333,1.6667,1.3333,0.25,0.3333,1,0.3333,0.1667,0.125,2.1667,1.625
cohort_student151,0.570796460176991,0.896555857496374,8.58095235756684,6.0676496010742,22.7572908641481,0.872460267690661,142.924269715718,0.00991150442477876,0.0808732897010852,0.209623380242012,4.76505640135042,10.9719478370253,7.16561946902655,55.1451327433628,6.35008849557522,-1.86984402866512,16630944.4352357,43.1738938053097,48.5455752212389,46.8545469026549,10.2256167304849,10.226017699115,31.4021150442478,8.31914814159292,6.95594548672566,5.53352066666667,81.4124633333333,-290.31123200885,286.984402866512,4.15,-41.9747433628319,48.6256769911504,6.56827539823009,9.28425663716814,13.0155752212389,5.13033018442478,16.693,10.5088495575221,9.98973451327434,55.05,9.6,38.7336283185841,7.30183787610619,7.8799785840708,7.33134734513274,7.13624460176991,3.1,1.6970802919708,11.9792484733308,11.6421794372498,11.4852813742386,6.48528137423857,4.52983982300885,5.05796371681416,5.88,-325.996977504425,-275.479180929204,41.5,11.3,1.73451327433628,B1,229,140,118,20,33,31,22,9,9,2,28,11.45,10.4091,7.3871,1.55,1.5,1.4091,0.2903,0.4091,1.1,0.4091,0.0909,0.0645,1.2727,0.9032
cohort_student152,0.676470588235294,0.907366845613877,5.57831937583566,3.9444674582777,19.7824302200462,0.839506861239799,350.346020761246,0.0206321334503951,0.115305991350588,0.224833063855859,3.95574839775259,9.10844729230019,9.54338235294118,59.7911764705882,8.83411764705883,-2.35001792068085,33294972.0003132,33.6382352941176,37.7558823529412,39.6447323529412,12.2011347563647,12.2017647058824,18.2924705882353,10.3484129411765,8.49393647058823,6.14678119402985,78.4275080597015,-343.530987705882,335.001792068085,6,-44.4274411764706,36.2721764705882,7.28606235294118,11.5787058823529,16.6164705882353,6.40867672470588,5.708,11.6176470588235,11.2094117647059,69.8,15.2,43.0117647058823,10.1280376470588,10.5679317647059,9.75537058823529,9.58621882352941,4,1.67052023121387,14.2652926168687,13.7729399176752,13.6770782520313,8.67707825203131,5.56048235294118,6.17130588235294,7.56,-361.011041705882,-275.785697205882,60,13.6,1.85294117647059,A1,71,50,36,7,11,10,7,3,3,1,10,10.1429,10.1429,7.1,1.4286,1.5714,1.4286,0.3,0.4286,1,0.4286,0.1429,0.1,1.4286,1
cohort_student153,0.50132625994695,0.883602556777426,9.73399522960503,6.88297403489122,22.1340029374987,0.869239437896772,154.155731764805,0.0127969975732265,0.100620911770244,0.212554360273931,4.86176554903754,11.1946288788459,8.20527694235589,57.4347117794486,6.06441102756892,-3.19074677786531,83680930.1291104,50.1526315789474,49.9026315789474,54.0090636842105,8.26525051427157,8.266,31.5142857142857,7.8582343358396,6.77725513784461,5.47065949239854,87.1723288855384,-335.656973500661,419.074677786531,5.66666666666667,-48.7854061403509,63.5720175438597,5.92214636591479,8.88766917293233,11.4486215538847,5.90455937844612,40.1190476190476,9.69736842105263,9.09710526315789,79.0952380952381,7.61904761904762,36.2531328320802,5.69586591478697,6.35172431077694,5.45169022556391,6.00151629072682,3.28571428571429,1.74635922330097,11.0134389069725,10.7515377884546,10.5592894601845,5.55928946018454,5.11431328320802,5.76674436090225,8.01428571428571,-368.548095025063,-227.3618555,56.6666666666667,18.0952380952381,1.47631578947368,C1,389,196,169,21,58,51,29,21,14,4,48,18.5238,13.4138,7.6275,2.4286,2,1.7586,0.4118,0.7241,1.381,0.4828,0.1379,0.0784,1.6552,0.9412
cohort_student154,0.503731343283582,0.877353997699746,8.2464374940506,5.83111187267418,19.7979122718112,0.852506738496385,165.125863221207,0.012829112862653,0.0954210611694993,0.224745136455569,4.43964114130618,10.2226515102147,10.4314551248008,61.7384492830589,8.63515666489644,-3.43883526021193,104752878.816895,45.9514869888476,45.6485130111524,46.0681587360595,10.4410902336848,10.4419330855019,22.4893547530536,9.28543935209772,7.84731566648964,6.07050852878465,83.668586140725,-375.676250841881,443.883526021193,6.64285714285714,-49.973314126394,44.864842007435,6.95423908656399,11.7749468932554,16.1615507169411,7.25492064779607,35.2953571428571,10.185873605948,9.63446096654275,90.7857142857143,16.2857142857143,44.8648433351036,8.05915273499734,8.68678337758895,8.82439726500266,9.22473807753585,4.92857142857143,1.6353591160221,14.6561544806555,14.1394780791464,14.0518259641951,9.05182596419511,5.84935608072225,6.55341874668083,9.70714285714286,-410.287777833245,-258.960595873606,66.4285714285714,19.2142857142857,1.68401486988848,B2,269,143,123,14,39,25,15,10,6,6,33,19.2143,17.9333,10.76,1.7857,2.6,1.6667,0.4,0.6667,1.0714,0.4,0.4,0.24,2.2,1.32
cohort_student155,0.571969696969697,0.899807323202402,9.29340756893962,6.57143151232759,24.1694703073139,0.880629770663412,128.271349862259,0.00907362599377808,0.0787694003400718,0.203407252514476,4.9943602696292,11.4999395058899,8.97948051948052,58.948051948052,6.87012987012987,-3.34938988866895,96786309.0603266,52.4363636363636,51.6257575757576,51.9762848484849,8.82224004637575,8.8230303030303,36.594632034632,6.96423852813853,6.14108571428571,5.65794486692015,86.3461513307985,-354.861062018398,434.938988866895,5.57142857142857,-49.5304318181818,62.7177272727273,5.98577662337662,9.1961038961039,13.3004329004329,6.49013437922078,30.5571428571429,9.43181818181818,8.805,84,10.8571428571429,38.5541125541125,6.14916428571428,6.87015779220779,6.74280995670996,7.26515411255411,3.71428571428571,1.64273504273504,12.5409005716228,12.1631814264909,12.0237781127736,7.02377811277358,4.74222943722944,5.38725108225108,8.35714285714286,-382.802106417749,-232.937387272727,55.7142857142857,18.8571428571429,1.47727272727273,C1,269,157,138,14,43,36,14,22,10,6,21,19.2143,19.2143,7.4722,2.5714,3.0714,2.5714,0.6111,1.5714,1,0.7143,0.4286,0.1667,1.5,0.5833
cohort_student156,0.627450980392157,0.881457171944411,4.48089626888963,3.16847213752536,14.4046687944478,0.764183132735432,542.099192618224,0.0352941176470588,0.151525308981115,0.263480428754664,3.18709468682171,7.3385567158362,6.2785294117647,53.5147058823529,4.87647058823529,-2.13331984338426,24829904.846305,45.0205882352941,48.7166666666667,53.1125666666667,8.51089428306666,8.51137254901961,27.2613235294118,8.91301764705882,7.42415882352941,5.302618,84.29767,-286.37130245098,313.331984338426,4.5,-43.4236029411765,51.2349264705882,6.46159901960784,9.28053921568628,14.5117647058824,5.74585501764706,3.28125,10.2941176470588,9.75352941176471,57.75,12,30.3970588235294,7.76287843137255,8.39535392156863,8.28623970588235,8.1498705882353,2.25,1.64069264069264,13.0238667986669,12.6126488327262,12.4868329805051,7.48683298050514,4.93508333333333,5.50341666666667,6.45,-320.852583921569,-251.577393921569,45,12.75,1.68627450980392,A1,51,33,29,4,8,5,5,0,0,0,5,12.75,10.2,10.2,1.25,1.6,1,0,0,1.25,0,0,0,1,1
cohort_student157,0.68141592920354,0.918859545362382,7.2435506865537,5.12196381033059,25.3027722441621,0.882361662422435,205.967577727308,0.0118520859671302,0.0872338511457441,0.198799801689214,4.78095176955285,11.0085482748959,9.4728947368421,59.4736842105263,9.71578947368421,-1.55503999998178,9399906.2951332,21.5236842105263,31.5587719298246,34.0526210526316,13.7333956210947,13.7336842105263,22.445,9.92506842105263,8.08866315789474,6.22312433628319,74.0256066371681,-322.953626013041,255.503999998178,5.08333333333333,-40.4161052631579,30.9609210526316,7.47655087719298,11.3009649122807,15.0280701754386,5.31820946315789,6.955,13.0263157894737,12.7589473684211,52.75,10.6666666666667,47.219298245614,10.8821719298246,11.0767070175439,9.01254298245614,8.53265614035088,3.58333333333333,1.62639109697933,12.4579756021291,12.0861370950527,11.9442719099992,6.94427190999916,5.33306140350877,5.87499122807018,5.6,-358.686226842105,-340.111294473684,50.8333333333333,9.5,1.96491228070175,B1,114,83,66,12,19,14,12,2,2,2,12,9.5,9.5,8.1429,1.1667,1.5833,1.1667,0.1429,0.1667,1,0.1667,0.1667,0.1429,1,0.8571
cohort_student158,0.56,0.890565540880254,7.91959594928933,5.6,21.026557943199,0.860925629515512,191,0.0141708542713568,0.100853500541273,0.21808003482699,4.50521218466783,10.3736344171913,7.65305418719212,56.2192118226601,6.2128078817734,-2.49497126533333,39910938.8487002,42.8899014778325,45.3997536945813,49.8145719211823,9.41455803530837,9.4151724137931,28.2560837438424,8.63377881773399,7.26071034482759,5.52603932107496,84.0831353606789,-312.728528189163,349.497126533333,5.35714285714286,-45.226263546798,57.0908990147783,6.18726896551724,8.89849753694581,11.5142857142857,5.30713648571429,17.4225,10.5418719211823,10.0260591133005,67.2142857142857,8.28571428571429,38.1453201970443,6.46866108374384,6.99098374384236,5.88070714285714,6.0782,3.42857142857143,1.63276231263383,11.3511462781475,11.0621028097945,10.8830740921837,5.88307409218365,5.32187438423645,5.93374630541872,6.94285714285714,-348.329517832512,-255.944730985222,53.5714285714286,14.5,1.59605911330049,B1,205,120,94,14,27,20,15,6,7,4,31,14.6429,13.6667,10.25,1.4286,1.8,1.3333,0.3,0.4,1.0714,0.4667,0.2667,0.2,2.0667,1.55
cohort_student159,0.516666666666667,0.879510880579179,8.004165582162,5.65979976088672,19.7545741321128,0.851947720841302,158.333333333333,0.0117154811715481,0.0881408940520862,0.224991527491781,4.39906502207529,10.1292215429421,4.05704166666667,49.2958333333333,1.90833333333333,-2.20976597700499,27649700.5863422,59.9125,61.6,64.1921025,5.47505714659,5.4755,40.1541666666667,6.732125,5.84249166666667,4.58629809390981,90.5064968386797,-249.195229666667,320.976597700499,3.16666666666667,-43.8310958333333,76.9766666666667,5.09068333333333,5.835,9,4.48951466666667,17.4333333333333,8.5625,7.84875,53.2777777777778,4.88888888888889,25,3.01254166666667,3.82058333333333,4.14168333333333,4.36366666666667,1.55555555555556,1.67505241090147,9.44477863864737,9.32543528253788,9.05530070819498,4.05530070819498,3.67316666666667,4.18816666666667,5.5,-281.214218333333,-193.169336291667,31.6666666666667,13.3333333333333,1.375,B1,247,132,111,18,50,38,20,16,13,1,25,13.7222,12.35,6.5,2.1111,2.5,1.9,0.4211,0.8,1.1111,0.65,0.05,0.0263,1.25,0.6579
cohort_student160,0.379194630872483,0.829789405757517,6.54591424390746,4.62866035093258,14.5362060163627,0.794040776833452,236.701049502275,0.0203827989062888,0.121739670724475,0.262285610667575,3.6788467329092,8.47085764660658,5.8730806391676,52.9121144555927,3.44511334076552,-2.86724671762826,60683211.9595239,53.8777591973244,53.983110367893,61.7869481605351,6.13407905622073,6.13471571906355,29.9798049052397,8.20987599405425,6.99986436269045,4.88818993288591,90.4159006711409,-286.246774558084,386.724671762826,4.72222222222222,-47.2328429951691,71.7044881085099,5.45031400966184,7.38465440356745,9.85514678558157,5.25927813147529,27.3202777777778,9.26421404682274,8.62063545150502,67,5.33333333333333,29.9890375325158,4.02147476774433,4.70258086213304,4.42834442586399,4.92145291713118,2.22222222222222,1.71737323358271,9.72561119911124,9.57831244699387,9.32455532033676,4.32455532033676,5.21944611668525,5.85608305462653,6.96666666666667,-314.904418900037,-181.726556655518,47.2222222222222,16.6111111111111,1.39799331103679,A2,299,124,90,19,50,37,19,18,11,6,16,15.7368,15.7368,8.0811,1.9474,2.6316,1.9474,0.4865,0.9474,1,0.5789,0.3158,0.1622,0.8421,0.4324
cohort_student161,0.421800947867299,0.857200826318614,8.66490442649999,6.12701267831148,18.3846473567087,0.840361516249791,152.399991015476,0.0129009017122401,0.0980919037100295,0.233223521210548,4.36989797984939,10.062061946306,11.8551773049645,64.8595744680851,8.31971631205674,-5.14158714249855,349672097.674788,52.4294326241135,49.0192671394799,58.260575177305,7.10031935911772,7.10127659574468,27.9226146572104,7.79753678486998,6.96848737588653,5.8540706793049,90.9718398736177,-436.894944102361,614.158714249855,8.33333333333333,-59.0135177304965,58.212,6.44496070921986,12.1455886524823,14.7788179669031,8.44830273985816,68.577,9.43262411347518,8.80588652482269,114.866666666667,9.86666666666667,43.0936170212766,6.17245134751773,6.83580028368794,6.84944940898345,8.19710912529551,4.2,1.73182082606166,12.1013252535255,11.7552509451313,11.6023252670426,6.60232526704263,6.00973427895981,6.84829692671395,12,-472.258354732861,-206.439531843972,83.3333333333333,28.2,1.41843971631206,C1,424,188,159,14,60,40,17,18,10,7,40,30.2857,24.9412,10.6,2.8571,3.5294,2.3529,0.45,1.0588,1.2143,0.5882,0.4118,0.175,2.3529,1
cohort_student162,0.497142857142857,0.864684062650903,6.57658183036055,4.65034560927618,16.5763035206973,0.820022944280878,285.714285714286,0.0229885057471264,0.130679668265057,0.245615717509866,3.86115281568085,8.8906329151587,6.61258095238095,54.2347619047619,4.86761904761905,-2.49493807555013,39904883.875013,44.8471428571429,47.1014285714286,54.7023022857143,8.07530036450514,8.07588571428571,38.1946428571429,6.9764619047619,6.05036666666667,5.23287413793103,86.3822086206896,-293.853788295238,349.493807555013,5.16666666666667,-45.2865861904762,66.3414880952381,5.69168333333333,7.62892857142857,10.1761904761905,4.99218702380952,14.03125,10.3142857142857,9.77571428571428,64.25,6.33333333333333,33.4404761904762,5.11019047619048,5.61888809523809,4.88069642857143,5.15953333333333,2.75,1.77183833116037,10.317481424215,10.1150444093724,9.89202437604511,4.89202437604511,4.01672619047619,4.56610714285714,6.5,-324.74136152381,-223.965248514286,51.6666666666667,14.5833333333333,1.48571428571429,A2,179,93,79,12,26,20,18,5,6,0,22,14.9167,9.9444,8.95,1.6667,1.4444,1.1111,0.25,0.2778,1.5,0.3333,0,0,1.2222,1.1
cohort_student163,0.496428571428571,0.875715737523781,8.30683883487404,5.87382207036319,19.6900072670943,0.851704454927561,158.928571428571,0.0123655913978495,0.0932663526602204,0.225360118212809,4.43847307381621,10.2199619354247,8.51986951364176,58.0642941874259,6.31397390272836,-3.31707207635275,94012120.5902523,45.1016014234876,45.0820284697509,53.8261,8.3153832956,8.31615658362989,31.803537366548,7.76862706998814,6.72658922894425,5.52766761904762,87.1936704761905,-343.360130467251,431.707207635275,6.6,-49.4956820877817,59.8669300118624,6.1362259311981,9.56297508896797,12.1908422301305,6.19604529527877,31.0023333333333,10.2846975088968,9.74316725978648,81.8666666666667,8.8,37.2386714116251,6.15038059311981,6.68667976275208,5.93397971530249,6.50506443653618,3.46666666666667,1.61494252873563,11.6024720560353,11.2938531634939,11.124038404636,6.12403840463596,4.99761945432977,5.6533537366548,8.5,-375.572355520759,-227.220832811388,66,18.7333333333333,1.51245551601423,B2,289,148,129,15,42,33,21,11,8,5,21,19.2667,13.7619,8.7576,2.2,2,1.5714,0.3333,0.5238,1.4,0.381,0.2381,0.1515,1,0.6364
cohort_student164,0.894736842105263,0.962225185885254,3.90006747579955,2.75776415922296,33.8520157125976,0.84339572985613,637.119113573407,0.0116959064327485,0.0699169646479022,0.171873029907784,4.51947511125272,10.4064760193281,17.5294736842105,74.8684210526316,19.9789473684211,-1.65434358738519,11384051.6602941,-4.50263157894737,8.15526315789473,-2.65356315789472,23.7910369195158,23.7915789473684,-7.555,14.9113842105263,11.7360315789474,8.67843333333333,52.9402666666667,-458.531038421053,265.434358738519,7,-40.7387105263158,-12.0811842105263,9.79146315789474,17.3044736842105,24.8526315789474,7.73505156842105,0.3525,16.0526315789474,16.0878947368421,69,20,72.6578947368421,18.2286631578947,18.0536368421053,16.2900868421053,15.2723052631579,6,1.42753623188406,15.9031890086143,15.3119697385515,15.2474487139159,10.2474487139159,8.28218421052632,8.96797368421053,7.05,-485.031461052632,-490.997290526316,70,9.5,2.47368421052632,A1,19,17,11,2,5,2,2,0,0,1,1,9.5,9.5,9.5,1,2.5,1,0,0,1,0,0.5,0.5,0.5,0.5
cohort_student165,0.597402597402597,0.897723074638874,7.4135712690335,5.24218651714335,21.3882135497584,0.862164106723942,185.528756957328,0.0121381886087768,0.0876544949123634,0.216228404703817,4.4574790702049,10.2637248593868,9.45298701298701,59.6987012987013,8.29246753246753,-2.69766094935936,50500757.8966877,45.3162337662338,46.9850649350649,43.2289961038961,11.219032151548,11.2197402597403,24.3804935064935,9.21936597402597,7.71004,5.99920300653595,81.1836899346405,-346.836376285714,369.766094935936,5.4,-46.1096883116883,43.4286753246753,6.94294727272727,11.0276883116883,16.0301298701299,6.57163138805195,16.21,10.2597402597403,9.71571428571429,75.8,15.2,44.6207792207792,8.64643844155844,9.31056571428571,9.1305987012987,9.16814909090909,4.5,1.65608465608466,14.2652926168687,13.7729399176752,13.6770782520313,8.67707825203131,5.34447792207792,5.97014025974026,8.07,-376.89939812987,-278.318466363636,54,15.4,1.74675324675325,A2,156,96,73,10,32,23,12,9,9,3,21,15.6,13,6.7826,2.3,2.6667,1.9167,0.3913,0.75,1.2,0.75,0.25,0.1304,1.75,0.913
cohort_student166,0.593220338983051,0.899116252543829,7.8922832940297,5.58068703625371,22.2828089067413,0.868717126825345,171.406683903093,0.0115562403697997,0.0872746175385477,0.211843445853575,4.61764574583371,10.6325222590841,10.5775228161669,61.767926988266,10.1478487614081,-2.37553173530036,34415877.1783558,35.1601694915254,39.1121468926554,34.9592107344633,13.4849864219141,13.4856497175141,25.0856106040852,9.21832025206432,7.66765997392438,6.38385402097902,76.706829020979,-355.472465249891,337.553173530036,5.84615384615385,-44.4241916558018,38.632333767927,7.15948426770969,11.2533333333333,15.1636679704476,6.05391287457627,16.4042307692308,11.4406779661017,11.0147457627119,72.8461538461538,13.2307692307692,46.3837461973055,9.29250925684485,9.73924328552803,8.67757935680139,8.58946084311169,4.46153846153846,1.58208955223881,13.5189071722686,13.0745540640661,12.9614642111875,7.96146421118749,5.27143328987397,5.86837375054324,7.45384615384615,-395.385852186006,-328.868092259887,58.4615384615385,13.6153846153846,1.82485875706215,A2,187,113,95,13,27,20,13,4,3,4,29,14.3846,14.3846,9.35,1.5385,2.0769,1.5385,0.2,0.3077,1,0.2308,0.3077,0.2,2.2308,1.45
cohort_student167,0.579617834394904,0.892136118411299,7.26259064865536,5.13542709664621,20.3580625883878,0.854897349535479,198.385330033673,0.0135554466764658,0.0940718981117969,0.221631648823387,4.3364006606325,9.98493151842192,7.92863193768257,56.6411879259981,7.11976630963973,-2.04035863265382,21697027.6050895,32.5816455696202,38.1006329113924,44.6519772151899,10.8291296351291,10.8296202531646,16.5315676728335,10.7352168451801,8.74315150925024,5.71518721215091,80.6685432631063,-306.691166022861,304.035863265382,5.46153846153846,-42.9726918208374,41.3621372930867,6.97874518013632,10.5094936708861,14.2286270691334,5.57446139746835,12.5984615384615,11.7405063291139,11.3445569620253,60.0769230769231,11.3846153846154,40.634858812074,8.40275598831548,8.74464401168452,8.13957857838364,7.96088432327167,3.46153846153846,1.66537467700258,12.7668159359227,12.3732724649048,12.2403796125817,7.24037961258169,5.86632424537488,6.47167964946446,6.6,-346.511238305745,-287.784617025316,54.6153846153846,12.1538461538462,1.81012658227848,A2,161,96,81,13,25,18,14,4,4,2,22,12.3846,11.5,8.9444,1.3846,1.7857,1.2857,0.2222,0.2857,1.0769,0.2857,0.1429,0.1111,1.5714,1.2222
cohort_student168,0.725,0.932828369967989,7.94197708382491,5.61582585200075,30.9532647198942,0.905004778110887,170.833333333333,0.00882352941176471,0.0747601528875518,0.179740840848719,5.38275366779761,12.3942483547298,14.559132231405,70.1177685950413,11.2785123966942,-5.56669806377103,443559964.06264,47.9053719008265,44.5954545454545,50.3516768595041,9.26738913378843,9.26842975206612,23.4994008264463,8.39929669421488,7.45646363636364,6.62295333333333,87.3660666666667,-503.851364869835,656.669806377103,10,-61.1503450413223,41.1907541322314,7.40798801652893,15.0289876033058,19.0421487603306,9.84694249504132,23.15375,9.95867768595041,9.38454545454545,134,21,50.9111570247934,8.56775867768595,9.19640537190083,9.79062169421488,11.1037140495868,6.25,1.65543071161049,16.2186461151256,15.6092022156844,15.5499003980111,10.5499003980111,7.02999380165289,7.94722520661157,14.475,-531.271465123967,-245.97526892562,100,30.25,1.59504132231405,A2,121,89,75,5,12,8,6,1,1,1,14,24.2,20.1667,15.125,1.6,2,1.3333,0.125,0.1667,1.2,0.1667,0.1667,0.125,2.3333,1.75
cohort_student169,0.75,0.933571972724425,6.53834841531101,4.62331050222673,28.3135548264634,0.891187691265443,238.919667590028,0.0108771929824561,0.079675009318355,0.187932893459662,4.8993414850134,11.2811506688792,8.18019891500904,57.0831826401447,7.64593128390597,-1.88150627464573,16932089.3354289,36.6639240506329,42.7082278481013,42.2116240506329,11.4977961636304,11.4982278481013,23.7445027124774,9.59285370705244,7.88729692585895,5.84966043956044,78.7586527472527,-314.937985547016,288.150627464573,4.71428571428571,-42.0409367088608,46.526835443038,6.68082477396022,9.57345388788427,13.6282097649186,5.27860023074141,4.98928571428571,11.2658227848101,10.8224050632911,57.4285714285714,10.2857142857143,40.3996383363472,8.77045244122966,9.25368752260398,7.7866678119349,7.55663761301989,3.28571428571429,1.75318066157761,12.2898739847679,11.9300810942092,11.7831006565368,6.7831006565368,5.24229294755877,5.80496925858951,5.95714285714286,-342.596323905967,-295.275071898734,47.1428571428571,11.2857142857143,1.75949367088608,A2,79,63,49,7,10,9,7,2,2,0,12,11.2857,11.2857,8.7778,1.2857,1.4286,1.2857,0.2222,0.2857,1,0.2857,0,0,1.7143,1.3333
cohort_student170,0.600896860986547,0.905804366305221,8.9733037044445,6.34508389905907,24.9300819044049,0.884113091542874,182.790725733475,0.0138569062335878,0.104001855782401,0.200280260377735,5.02035400915369,11.5597923030302,12.7001333333333,66.22,10.7466666666667,-4.09622913806133,176981529.051891,41.8166666666667,40.8055555555556,42.3962111111111,11.4472185707111,11.4481777777778,21.875,9.1737,7.8422,6.57159678571429,82.6086521428571,-431.523041694071,509.622913806133,8.5,-53.3595666666667,36.6055,7.47471111111111,13.7432222222222,17.1777777777778,8.06566433333333,34.1625,10.6666666666667,10.1633333333333,109.3,18.4,48.2777777777778,9.3046,9.86843333333333,9.22953888888889,9.89295555555556,5.8,1.63694852941176,15.381575749823,14.8210191780611,14.7473401244707,9.74734012447073,6.26061111111111,7.03105555555556,11.76,-461.508267555556,-272.042918533333,85,22.5,1.74222222222222,B2,227,141,119,10,30,21,11,8,6,3,26,22.7,20.6364,10.8095,2.1,2.7273,1.9091,0.381,0.7273,1.1,0.5455,0.2727,0.1429,2.3636,1.2381
cohort_student171,0.576086956521739,0.894246700413856,7.81442367620955,5.52563197251248,21.4160487840351,0.863272946001136,184.310018903592,0.0130672368733666,0.094852725981957,0.216087838968767,4.52507089147171,10.419360779444,15.4311050724638,71.8025362318841,12.2905797101449,-5.65844339291101,465823864.511688,47.7836956521739,44.4195652173913,47.2796010869565,10.1091501837696,10.1102173913043,21.6715217391304,8.67599057971015,7.66857463768116,6.87624262295082,86.1491404371585,-511.924634094203,665.844339291101,10.1666666666667,-61.5747699275362,46.5094202898551,7.13160797101449,14.390652173913,17.2666666666667,9.48128373333333,33.7666666666667,9.97282608695652,9.40010869565217,140.166666666667,15.3333333333333,50.7753623188406,8.29170579710145,8.91733985507246,8.43135,9.88206666666667,6.16666666666667,1.72934131736527,14.3140289224384,13.8186149184932,13.7238052947636,8.72380529476361,6.55336231884058,7.45321739130435,14.05,-538.049874202899,-247.616299402174,101.666666666667,30.6666666666667,1.52717391304348,B1,190,112,91,7,25,20,13,7,6,3,17,27.1429,14.6154,9.5,2.8571,1.9231,1.5385,0.35,0.5385,1.8571,0.4615,0.2308,0.15,1.3077,0.85
cohort_student172,0.539130434782609,0.886394127738367,8.17631787010776,5.78152981108995,20.7887830884178,0.859675934306178,141.020793950851,0.00979684830074046,0.0777017584489103,0.21932365063826,4.52209946348701,10.4125188136616,8.27035805626598,57.3554987212276,7.22915601023018,-2.318520749242,31983234.6791757,38.95,42.5891304347826,45.3253191304348,10.6446312569843,10.6452173913043,26.1647058823529,9.04455882352941,7.53855294117647,5.74107354225533,81.6485586950938,-316.583537631714,331.8520749242,5.41176470588235,-44.2899529411765,54.0643861892583,6.32751432225064,9.07951406649617,13.0639386189258,5.52270701790281,20.0117647058824,11,10.53,65.8823529411765,10.3529411764706,39.1815856777494,7.41259590792839,7.87299488491049,7.13130076726343,7.14980306905371,3.47058823529412,1.78904847396768,12.3197623969177,11.957815319874,11.8117568522701,6.81175685227012,5.18388491048593,5.77534271099744,6.67058823529412,-354.957296803069,-276.341429565217,54.1176470588235,13.5294117647059,1.64347826086957,B2,236,134,100,17,35,27,17,10,7,1,27,13.8824,13.8824,8.7407,1.5882,2.0588,1.5882,0.3704,0.5882,1,0.4118,0.0588,0.037,1.5882,1
